"OTU","Mucin.Mean.Decrease.Gini","Kingdom","Phylum","Class","Order","Family","Genus","Mucin.RF.Rank","Enrichment.Mucin","ASV.Family"
"ASV168",0,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila",397.5,"Stress + Mucin","ASV168  ( Desulfovibrionaceae )"
"ASV1715",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoflavonifractor",397.5,"Stress + Mucin","ASV1715  ( Oscillospiraceae )"
"ASV1716",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",397.5,"Stress + Mucin","ASV1716  ( Oscillospiraceae )"
"ASV1717",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress + Mucin","ASV1717  ( Lachnospiraceae )"
"ASV172",0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002",397.5,"Stress + Mucin","ASV172  ( Lactobacillaceae )"
"ASV1733",0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae",NA,397.5,"Stress Alone","ASV1733  ( Anaerovoracaceae )"
"ASV1734",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress Alone","ASV1734  ( Lachnospiraceae )"
"ASV1735",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",397.5,"Stress Alone","ASV1735  ( Ruminococcaceae )"
"ASV1736",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress Alone","ASV1736  ( Lachnospiraceae )"
"ASV1738",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV1738  ( Lachnospiraceae )"
"ASV174",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",397.5,"Stress + Mucin","ASV174  ( Rikenellaceae )"
"ASV175",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",397.5,"Stress Alone","ASV175  ( Lachnospiraceae )"
"ASV178",0,"Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales",NA,NA,397.5,"Stress + Mucin","ASV178  ( NA )"
"ASV1782",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV1782  ( Muribaculaceae )"
"ASV188",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",397.5,"Stress Alone","ASV188  ( Ruminococcaceae )"
"ASV199",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress + Mucin","ASV199  ( NA )"
"ASV214",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",397.5,"Stress + Mucin","ASV214  ( Lachnospiraceae )"
"ASV221",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV221  ( NA )"
"ASV222",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV222  ( NA )"
"ASV225",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV225  ( NA )"
"ASV226",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005",397.5,"Stress + Mucin","ASV226  ( Oscillospiraceae )"
"ASV245",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV245  ( NA )"
"ASV249",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","28-4",397.5,"Stress + Mucin","ASV249  ( Lachnospiraceae )"
"ASV260",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",397.5,"Stress Alone","ASV260  ( Ruminococcaceae )"
"ASV262",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV262  ( Lachnospiraceae )"
"ASV269",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira",397.5,"Stress Alone","ASV269  ( Oscillospiraceae )"
"ASV273",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV273  ( Muribaculaceae )"
"ASV275",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV275  ( Muribaculaceae )"
"ASV277",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",397.5,"Stress Alone","ASV277  ( Lachnospiraceae )"
"ASV278",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",397.5,"Stress + Mucin","ASV278  ( Lachnospiraceae )"
"ASV281",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",397.5,"Stress + Mucin","ASV281  ( Oscillospiraceae )"
"ASV282",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",397.5,"Stress + Mucin","ASV282  ( Lachnospiraceae )"
"ASV286",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV286  ( Lachnospiraceae )"
"ASV287",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV287  ( Lachnospiraceae )"
"ASV3",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress Alone","ASV3  ( Muribaculaceae )"
"ASV30",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress + Mucin","ASV30  ( Lachnospiraceae )"
"ASV303",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV303  ( Muribaculaceae )"
"ASV313",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",397.5,"Stress + Mucin","ASV313  ( Oscillospiraceae )"
"ASV316",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV316  ( Muribaculaceae )"
"ASV323",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress Alone","ASV323  ( Lachnospiraceae )"
"ASV324",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress Alone","ASV324  ( NA )"
"ASV329",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV329  ( Muribaculaceae )"
"ASV331",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor",397.5,"Stress + Mucin","ASV331  ( Lachnospiraceae )"
"ASV337",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,397.5,"Stress + Mucin","ASV337  ( Oscillospiraceae )"
"ASV338",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV338  ( Muribaculaceae )"
"ASV344",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV344  ( NA )"
"ASV345",0,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA,397.5,"Stress Alone","ASV345  ( NA )"
"ASV348",0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",397.5,"Stress Alone","ASV348  ( Lactobacillaceae )"
"ASV351",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",397.5,"Stress + Mucin","ASV351  ( Lachnospiraceae )"
"ASV354",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV354  ( NA )"
"ASV355",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","A2",397.5,"Stress Alone","ASV355  ( Lachnospiraceae )"
"ASV368",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,397.5,"Stress + Mucin","ASV368  ( Ruminococcaceae )"
"ASV369",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",397.5,"Stress Alone","ASV369  ( Lachnospiraceae )"
"ASV370",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV370  ( NA )"
"ASV375",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",397.5,"Stress Alone","ASV375  ( Oscillospiraceae )"
"ASV387",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",397.5,"Stress + Mucin","ASV387  ( Lachnospiraceae )"
"ASV388",0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII AD3011 group",397.5,"Stress + Mucin","ASV388  ( Anaerovoracaceae )"
"ASV391",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",397.5,"Stress + Mucin","ASV391  ( Ruminococcaceae )"
"ASV398",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV398  ( NA )"
"ASV400",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV400  ( NA )"
"ASV402",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress Alone","ASV402  ( NA )"
"ASV403",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV403  ( NA )"
"ASV404",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress + Mucin","ASV404  ( Lachnospiraceae )"
"ASV407",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",397.5,"Stress + Mucin","ASV407  ( Ruminococcaceae )"
"ASV41",0,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",397.5,"Stress + Mucin","ASV41  ( Sutterellaceae )"
"ASV411",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",397.5,"Stress + Mucin","ASV411  ( Oscillospiraceae )"
"ASV412",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress Alone","ASV412  ( Lachnospiraceae )"
"ASV425",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress Alone","ASV425  ( NA )"
"ASV429",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress Alone","ASV429  ( Muribaculaceae )"
"ASV430",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",397.5,"Stress Alone","ASV430  ( Lachnospiraceae )"
"ASV432",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress + Mucin","ASV432  ( Lachnospiraceae )"
"ASV435",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",397.5,"Stress Alone","ASV435  ( Lachnospiraceae )"
"ASV44",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",397.5,"Stress + Mucin","ASV44  ( Lachnospiraceae )"
"ASV440",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress Alone","ASV440  ( NA )"
"ASV441",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress + Mucin","ASV441  ( NA )"
"ASV445",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",397.5,"Stress + Mucin","ASV445  ( Lachnospiraceae )"
"ASV456",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress Alone","ASV456  ( Lachnospiraceae )"
"ASV457",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV457  ( NA )"
"ASV466",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia",397.5,"Stress + Mucin","ASV466  ( Lachnospiraceae )"
"ASV468",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",397.5,"Stress Alone","ASV468  ( Lachnospiraceae )"
"ASV47",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress + Mucin","ASV47  ( Lachnospiraceae )"
"ASV474",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV474  ( NA )"
"ASV475",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",397.5,"Stress + Mucin","ASV475  ( Lachnospiraceae )"
"ASV479",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,397.5,"Stress Alone","ASV479  ( Peptococcaceae )"
"ASV485",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Anaerotruncus",397.5,"Stress Alone","ASV485  ( Ruminococcaceae )"
"ASV490",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV490  ( NA )"
"ASV493",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",397.5,"Stress Alone","ASV493  ( Lachnospiraceae )"
"ASV499",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",397.5,"Stress Alone","ASV499  ( Lachnospiraceae )"
"ASV508",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV508  ( NA )"
"ASV515",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV515  ( Muribaculaceae )"
"ASV516",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV516  ( NA )"
"ASV517",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV517  ( Lachnospiraceae )"
"ASV524",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV524  ( Lachnospiraceae )"
"ASV526",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,397.5,"Stress + Mucin","ASV526  ( Ruminococcaceae )"
"ASV527",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",397.5,"Stress + Mucin","ASV527  ( Oscillospiraceae )"
"ASV531",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress Alone","ASV531  ( Muribaculaceae )"
"ASV536",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress + Mucin","ASV536  ( NA )"
"ASV555",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress + Mucin","ASV555  ( NA )"
"ASV558",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV558  ( Lachnospiraceae )"
"ASV560",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress Alone","ASV560  ( NA )"
"ASV563",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",397.5,"Stress + Mucin","ASV563  ( Oscillospiraceae )"
"ASV566",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus",397.5,"Stress Alone","ASV566  ( Butyricicoccaceae )"
"ASV570",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",397.5,"Stress + Mucin","ASV570  ( Lachnospiraceae )"
"ASV578",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV578  ( NA )"
"ASV581",0,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",397.5,"Stress Alone","ASV581  ( Eggerthellaceae )"
"ASV589",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress Alone","ASV589  ( Muribaculaceae )"
"ASV590",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",397.5,"Stress Alone","ASV590  ( Lachnospiraceae )"
"ASV599",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress Alone","ASV599  ( NA )"
"ASV612",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",397.5,"Stress Alone","ASV612  ( Lachnospiraceae )"
"ASV622",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV622  ( NA )"
"ASV631",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV631  ( NA )"
"ASV644",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV644  ( Lachnospiraceae )"
"ASV649",0,"Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group",NA,NA,397.5,"Stress + Mucin","ASV649  ( NA )"
"ASV663",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",397.5,"Stress Alone","ASV663  ( Ruminococcaceae )"
"ASV676",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-004",397.5,"Stress + Mucin","ASV676  ( Lachnospiraceae )"
"ASV678",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",397.5,"Stress + Mucin","ASV678  ( Lachnospiraceae )"
"ASV686",0,"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,397.5,"Stress + Mucin","ASV686  ( NA )"
"ASV695",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV695  ( Lachnospiraceae )"
"ASV702",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",397.5,"Stress + Mucin","ASV702  ( Rikenellaceae )"
"ASV705",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV705  ( Muribaculaceae )"
"ASV707",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,397.5,"Stress + Mucin","ASV707  ( Muribaculaceae )"
"ASV709",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group",397.5,"Stress + Mucin","ASV709  ( Lachnospiraceae )"
"ASV71",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",397.5,"Stress Alone","ASV71  ( Oscillospiraceae )"
"ASV73",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress + Mucin","ASV73  ( Lachnospiraceae )"
"ASV730",0,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae",NA,397.5,"Stress + Mucin","ASV730  ( Eggerthellaceae )"
"ASV739",0,"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",397.5,"Stress Alone","ASV739  ( Mycoplasmataceae )"
"ASV791",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,397.5,"Stress Alone","ASV791  ( Lachnospiraceae )"
"ASV798",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,397.5,"Stress + Mucin","ASV798  ( Ruminococcaceae )"
"ASV83",0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASF356",397.5,"Stress + Mucin","ASV83  ( Lachnospiraceae )"
"ASV841",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",397.5,"Stress Alone","ASV841  ( Oscillospiraceae )"
"ASV845",0,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",397.5,"Stress + Mucin","ASV845  ( Peptococcaceae )"
"ASV877",0,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Parvibacter",397.5,"Stress Alone","ASV877  ( Eggerthellaceae )"
"ASV898",0,"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,397.5,"Stress + Mucin","ASV898  ( NA )"
"ASV944",0,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira",397.5,"Stress + Mucin","ASV944  ( Oscillospiraceae )"
"ASV970",0,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae",NA,397.5,"Stress Alone","ASV970  ( Lactobacillaceae )"
